pair,final_energy,energy_drop,receptor,ligand
MT1_Eszopiclone,-63906.24597930908,136484.41928863525,MT1,Eszopiclone
MT1_Ethylmorphine,-63744.40343475342,102602.42460632324,MT1,Ethylmorphine
MT1_Ethylone,-63839.7223815918,438643.7687225342,MT1,Ethylone
MT1_Ethylphenidate,-63803.68446350098,83906.18270874023,MT1,Ethylphenidate
MT1_Etizolam,-63808.65856170654,90381.69905853271,MT1,Etizolam
MT1_Fentanyl,-63736.19177246094,93514.31747436523,MT1,Fentanyl
MT1_Flualprazolam,-63858.01557922363,91040.38873291016,MT1,Flualprazolam
MT1_Flubromazepam,-63886.92189788818,106069.86101531982,MT1,Flubromazepam
MT1_Flubromazolam,-63841.22553253174,108104.62511444092,MT1,Flubromazolam
MT1_Flunitrazepam,-63812.53146362305,94722.86129760742,MT1,Flunitrazepam
MT1_Flunitrazolam,-63904.8084564209,93874.4769897461,MT1,Flunitrazolam
MT1_GABA,-63923.028144836426,124098.94290924072,MT1,GABA
MT1_GBL,-63818.9645614624,131921.4775314331,MT1,GBL
MT1_GHB,-63866.63545227051,103578.33047485352,MT1,GHB
MT1_Gabapentin,-63697.634101867676,90495.99837493896,MT1,Gabapentin
MT1_Gaboxadol,-63845.89347076416,116485.54886627197,MT1,Gaboxadol
MT1_Galantamine,-63808.19910430908,410443.145652771,MT1,Galantamine
MT1_Glutamate,-63957.98184967041,116231.75888824463,MT1,Glutamate
MT1_HHC,-63859.398986816406,104108.7889251709,MT1,HHC
MT1_HXE,-63875.37159729004,114748.46423339844,MT1,HXE
MT1_Harmala_alkaloid,-63950.35780334473,87395.80661010742,MT1,Harmala_alkaloid
MT1_Heroin,-63729.023040771484,465005.4067993164,MT1,Heroin
MT1_Hexedrone,-63906.2806930542,88930.74954986572,MT1,Hexedrone
MT1_Histamine,-63790.44927215576,97709.15124893188,MT1,Histamine
MT1_Hydrocodone,-63800.831871032715,353454.88625335693,MT1,Hydrocodone
MT1_Hydromorphone,-63891.00476837158,100283.68439483643,MT1,Hydromorphone
MT1_Ibogaine,-63709.17086029053,128803.20417785645,MT1,Ibogaine
MT1_Ibotenic_acid,-63677.070655822754,218788.76178741455,MT1,Ibotenic_acid
MT1_Ipomoea_tricolor,-63851.00825500488,102965.73466491699,MT1,Ipomoea_tricolor
MT1_Isopropylphenidate,-63826.27778625488,386379.32444000244,MT1,Isopropylphenidate
MT1_JWH-018,-63824.02438354492,107832.29434204102,MT1,JWH-018
MT1_JWH-073,-63671.59201049805,91769.5645904541,MT1,JWH-073
MT1_Kava,-63872.75193786621,2634280.34539032,MT1,Kava
MT1_Ketamine,-63788.39170837402,94244.36130523682,MT1,Ketamine
MT1_Kratom,-63748.402992248535,3741717.6679611206,MT1,Kratom
MT1_LAE-32,-63917.14183807373,100421.70290374756,MT1,LAE-32
MT1_LSA,-63672.57238769531,80974.53649902344,MT1,LSA
MT1_LSD,-63901.127502441406,165620.38899230957,MT1,LSD
MT1_LSM-775,-63917.50051879883,88954.62187194824,MT1,LSM-775
MT1_LSZ,-63863.77409362793,96323.81553649902,MT1,LSZ
MT1_Lisdexamfetamine,-63887.39761352539,90583.70513916016,MT1,Lisdexamfetamine
MT1_Lophophora_williamsii,-63883.289138793945,821288.4266815186,MT1,Lophophora_williamsii
MT1_Lorazepam,-63793.98768615723,82868.89511108398,MT1,Lorazepam
MT1_Lormetazepam,-63851.065521240234,84176.10906982422,MT1,Lormetazepam
MT1_MCPP,-63741.96260070801,93211.30795288086,MT1,MCPP
MT1_MDA,-63939.91337585449,1115755.5996246338,MT1,MDA
MT1_MDAI,-63806.06352996826,89818.91558074951,MT1,MDAI
MT1_MDEA,-63734.592361450195,490621.3520202637,MT1,MDEA
MT1_MDMA,-63871.950035095215,492290.6183395386,MT1,MDMA
MT1_MDPV,-63830.15608215332,463919.7995147705,MT1,MDPV
MT1_MET,-63909.4229888916,88206.49520874023,MT1,MET
MT1_Meclofenoxate,-63632.83541870117,86992.42291259766,MT1,Meclofenoxate
MT1_Melatonin,-63747.67505645752,98128.28337860107,MT1,Melatonin
MT1_Memantine,-63729.83718109131,93747.12802886963,MT1,Memantine
MT1_Mephedrone,-63848.94444274902,102750.94255065918,MT1,Mephedrone
MT1_Mescaline,-63843.26623535156,526742.7175750732,MT1,Mescaline
MT1_Methadone,-63863.66862487793,89583.61589050293,MT1,Methadone
MT1_Methallylescaline,-63902.89623260498,514710.942237854,MT1,Methallylescaline
MT1_Methamphetamine,-63768.594970703125,99223.5477142334,MT1,Methamphetamine
MT1_Methaqualone,-63774.91089630127,91876.6678237915,MT1,Methaqualone
MT1_Methcathinone,-63869.690910339355,120685.39093780518,MT1,Methcathinone
MT1_Methiopropamine,-63830.32052612305,88772.20384216309,MT1,Methiopropamine
MT1_Methoxetamine,-63789.44843292236,88279.19068908691,MT1,Methoxetamine
MT1_Methylnaphthidate,-63860.71940612793,295220.79986572266,MT1,Methylnaphthidate
MT1_Methylone,-63831.33359527588,710719.717842102,MT1,Methylone
MT1_Methylphenidate,-63885.40711212158,90744.51677703857,MT1,Methylphenidate
MT1_Metizolam,-63787.241859436035,84928.81604766846,MT1,Metizolam
MT1_Mexedrone,-63703.276443481445,97283.25225830078,MT1,Mexedrone
MT1_MiPLA,-63824.678161621094,8396353.04989624,MT1,MiPLA
MT1_MiPT,-63838.06106567383,83425.83949279785,MT1,MiPT
MT1_Midazolam,-63870.88552856445,95197.90037536621,MT1,Midazolam
MT1_Mirtazapine,-63762.82679748535,82729.5191040039,MT1,Mirtazapine
MT1_Modafinil,-63775.114028930664,89507.98826599121,MT1,Modafinil
MT1_Morphine,-63774.25801849365,161206.7654876709,MT1,Morphine
MT1_Myristicin,-63784.97784423828,435127.9405288696,MT1,Myristicin
MT1_N-Acetylcysteine,-63953.86045837402,780547.0107116699,MT1,N-Acetylcysteine
MT1_N-Ethylhexedrone,-63834.44688415527,84242.05976867676,MT1,N-Ethylhexedrone
MT1_NBx,-63838.20341491699,96669.49032592773,MT1,NBx
MT1_NEP,-63822.12367248535,91082.61099243164,MT1,NEP
MT1_NM-2-AI,-63682.956771850586,87493.14572143555,MT1,NM-2-AI
MT1_Nicotiana_(botany),-63908.19027709961,89889.3076171875,MT1,Nicotiana_(botany)
MT1_Nicotine,-63772.85782623291,87912.56356048584,MT1,Nicotine
MT1_Nifoxipam,-63769.78821563721,89805.06002044678,MT1,Nifoxipam
MT1_Nitromethaqualone,-63839.092124938965,89546.81198883057,MT1,Nitromethaqualone
MT1_Nitrous,-63726.39987945557,5775192.655570984,MT1,Nitrous
MT1_Noradrenaline,-63829.3913269043,604081.9054489136,MT1,Noradrenaline
MT1_O-Desmethyltramadol,-63838.14891052246,263178.2758178711,MT1,O-Desmethyltramadol
MT1_O-PCE,-63800.766693115234,84415.62689208984,MT1,O-PCE
MT1_Oxycodone,-63854.318450927734,103785.38360595703,MT1,Oxycodone
MT1_Oxymorphone,-63838.586097717285,92581.5177078247,MT1,Oxymorphone
MT1_PARGY-LAD,-63828.48657989502,104509.63297271729,MT1,PARGY-LAD
MT1_PCE,-63835.19724273682,98687.85846710205,MT1,PCE
MT1_PCP,-63719.56507873535,93429.13682556152,MT1,PCP
MT1_PMA,-63695.139709472656,92808.0862121582,MT1,PMA
MT1_PMMA,-63825.21450805664,94558.34004211426,MT1,PMMA
MT1_PRO-LAD,-63841.21227264404,102611.87199401855,MT1,PRO-LAD
MT1_Peganum_harmala,-63845.00695037842,92053.12203216553,MT1,Peganum_harmala
MT1_Pentedrone,-63715.369873046875,95105.98849487305,MT1,Pentedrone
MT1_Pentobarbital,-63653.720375061035,96115.13460540771,MT1,Pentobarbital
MT1_Pethidine,-63896.477043151855,94261.94904327393,MT1,Pethidine
MT1_Phenethylamine_(compound),-63876.07862854004,94293.9944152832,MT1,Phenethylamine_(compound)
MT1_Phenibut,-63883.390701293945,130635.26815032959,MT1,Phenibut
MT1_Phenobarbital,-63797.80563354492,85472.2488861084,MT1,Phenobarbital
MT1_Poppers,-63896.95347595215,436377.7658843994,MT1,Poppers
MT1_Pregabalin,-63843.565826416016,128820.94256591797,MT1,Pregabalin
MT1_Progesterone,-63788.83081817627,96932.88135528564,MT1,Progesterone
MT1_Prolintane,-63827.205337524414,84592.77996826172,MT1,Prolintane
MT1_Promethazine,-63871.21187591553,107098.54355621338,MT1,Promethazine
MT1_Propylhexedrine,-63862.98628234863,112896.7611694336,MT1,Propylhexedrine
MT1_Proscaline,-63830.989738464355,515488.4216995239,MT1,Proscaline
MT1_Psilocin,-63871.54431152344,90528.11695861816,MT1,Psilocin
MT1_Pyrazolam,-63875.48670959473,115499.89297485352,MT1,Pyrazolam
MT1_SAM-e,-63788.82816314697,105586.95000457764,MT1,SAM-e
MT1_STS-135,-63743.63397979736,726366.5165176392,MT1,STS-135
MT1_Salvia_divinorum,-63785.20785522461,9116570.953979492,MT1,Salvia_divinorum
MT1_Salvinorin_A,-63714.26360321045,6497201.256843567,MT1,Salvinorin_A
MT1_Salvinorin_B_methoxymethyl_ether,-63750.24630737305,99035.5288696289,MT1,Salvinorin_B_methoxymethyl_ether
MT1_Secobarbital,-63786.79399871826,88901.29698944092,MT1,Secobarbital
MT1_Serotonin,-63927.614181518555,87748.45886230469,MT1,Serotonin
MT1_Sufentanil,-63819.88276672363,357941.9078063965,MT1,Sufentanil
MT1_THC-O-acetate,-63886.53143310547,89853.4820098877,MT1,THC-O-acetate
MT1_THJ-018,-63815.784729003906,297547.23905944824,MT1,THJ-018
MT1_THJ-2201,-63738.64761352539,111202.00988769531,MT1,THJ-2201
MT1_TMA-2,-63810.59903717041,398545.169960022,MT1,TMA-2
MT1_TMA-6,-63894.81342315674,495578.37675476074,MT1,TMA-6
MT1_Tabernanthe_iboga_(botany),-63733.62242889404,89576.16575622559,MT1,Tabernanthe_iboga_(botany)
MT1_Tapentadol,-63759.5149230957,84144.24029541016,MT1,Tapentadol
MT1_Temazepam,-63789.73848724365,112101.19448852539,MT1,Temazepam
MT1_Tetrahydrocannabinol,-63872.27191925049,83022.99250030518,MT1,Tetrahydrocannabinol
MT1_Tetrahydrocannabiphorol,-63829.5361328125,120069.07289123535,MT1,Tetrahydrocannabiphorol
MT1_Theacrine,-63809.06578063965,651177.0998077393,MT1,Theacrine
MT1_Theanine,-63824.171295166016,98676.00329589844,MT1,Theanine
MT1_Tianeptine,-63833.53870391846,112428.96739959717,MT1,Tianeptine
MT1_Tizanidine,-63960.06085205078,108026.03407287598,MT1,Tizanidine
MT1_Tramadol,-63906.320152282715,109823.86714172363,MT1,Tramadol
MT1_Tryptamine_(compound),-63790.42841339111,97626.00843048096,MT1,Tryptamine_(compound)
MT1_Tyrosine,-63850.70886230469,88517.58587646484,MT1,Tyrosine
MT1_U-47700,-63894.41217803955,121672.38776397705,MT1,U-47700
MT1_Zolpidem,-63821.45816040039,1688140.8052215576,MT1,Zolpidem
MT1_Zopiclone,-63862.76351928711,90366.5719909668,MT1,Zopiclone
"MT2_1,4-Butanediol",-62561.28660583496,106685.33584213257,MT2,"1,4-Butanediol"
MT2_1B-LSD,-62743.99589538574,104206.40174865723,MT2,1B-LSD
MT2_1P-ETH-LAD,-62685.331481933594,97509.34338378906,MT2,1P-ETH-LAD
MT2_1P-LSD,-62692.911781311035,115007.4616317749,MT2,1P-LSD
MT2_1V-LSD,-62683.115715026855,108029.64434051514,MT2,1V-LSD
MT2_1cP-AL-LAD,-62815.36038208008,119322.69389343262,MT2,1cP-AL-LAD
MT2_1cP-LSD,-62718.614654541016,104982.16098022461,MT2,1cP-LSD
MT2_1cP-MiPLA,-62724.38986206055,90133.17081451416,MT2,1cP-MiPLA
"MT2_2,5-DMA",-62826.31645202637,27560531.38830948,MT2,"2,5-DMA"
MT2_2-Aminoindane,-62687.41054534912,114380.51499176025,MT2,2-Aminoindane
MT2_2-FA,-62703.64091491699,115219.36770629883,MT2,2-FA
MT2_2-FEA,-62711.75036621094,121396.4751586914,MT2,2-FEA
MT2_2-FMA,-62715.53894042969,108807.38938903809,MT2,2-FMA
MT2_2-Fluorodeschloroketamine,-62669.128479003906,103530.06327056885,MT2,2-Fluorodeschloroketamine
MT2_25B-NBOH,-62743.64533996582,106317.03779602051,MT2,25B-NBOH
MT2_25B-NBOMe,-62689.662689208984,101627.88284301758,MT2,25B-NBOMe
MT2_25C-NBOH,-62748.2629699707,110062.37628173828,MT2,25C-NBOH
MT2_25C-NBOMe,-62734.22880554199,105798.69585418701,MT2,25C-NBOMe
MT2_25D-NBOMe,-62653.67517089844,98811.25375366211,MT2,25D-NBOMe
MT2_25E-NBOH,-62623.459243774414,106552.63190460205,MT2,25E-NBOH
MT2_25I-NBOH,-62640.323486328125,107231.35493469238,MT2,25I-NBOH
MT2_25I-NBOMe,-62782.59557342529,98150.42160797119,MT2,25I-NBOMe
MT2_25N-NBOMe,-62751.81803894043,105088.22062683105,MT2,25N-NBOMe
MT2_2C-B,-62651.395736694336,104073.20152282715,MT2,2C-B
MT2_2C-B-FLY,-62671.0009765625,118652.15286254883,MT2,2C-B-FLY
MT2_2C-C,-62738.115631103516,104647.856590271,MT2,2C-C
MT2_2C-D,-62735.513496398926,133858.97979736328,MT2,2C-D
MT2_2C-E,-62734.235290527344,111105.02202606201,MT2,2C-E
MT2_2C-H,-62701.90789794922,100849.6834640503,MT2,2C-H
MT2_2C-I,-62725.898849487305,106937.32328033447,MT2,2C-I
MT2_2C-P,-62777.32211303711,109192.95252227783,MT2,2C-P
MT2_2C-T,-62813.86102294922,113922.68064117432,MT2,2C-T
MT2_2C-T-2,-62797.35079956055,107929.63771057129,MT2,2C-T-2
MT2_2C-T-21,-62608.32763671875,107412.48635864258,MT2,2C-T-21
MT2_2C-T-7,-62788.47902679443,105476.31304168701,MT2,2C-T-7
MT2_2M2B,-62807.12070465088,1175737.8492202759,MT2,2M2B
"MT2_3,4-CTMP",-62648.602767944336,99785.14882659912,MT2,"3,4-CTMP"
MT2_3-FA,-62805.63316345215,123184.9154663086,MT2,3-FA
MT2_3-FEA,-62635.94010925293,99666.05638122559,MT2,3-FEA
MT2_3-FMA,-62625.64826965332,103007.55895996094,MT2,3-FMA
MT2_3-FPM,-62706.02284240723,116419.09741210938,MT2,3-FPM
MT2_3-HO-PCE,-62625.66452026367,107887.62670135498,MT2,3-HO-PCE
MT2_3-HO-PCP,-62659.80389404297,99594.91840362549,MT2,3-HO-PCP
MT2_3-MMC,-62714.978103637695,126158.90745544434,MT2,3-MMC
MT2_3-MeO-PCE,-62662.60107421875,96339.07566833496,MT2,3-MeO-PCE
MT2_3-MeO-PCMo,-62678.132247924805,108526.91709899902,MT2,3-MeO-PCMo
MT2_3-MeO-PCP,-62595.30715942383,104761.90133666992,MT2,3-MeO-PCP
MT2_3C-E,-62709.31819152832,100088.39357757568,MT2,3C-E
MT2_3C-P,-62719.0163269043,104079.41571807861,MT2,3C-P
MT2_4-AcO-DET,-62669.31483459473,105590.9334564209,MT2,4-AcO-DET
MT2_4-AcO-DMT,-62653.52749633789,109940.73394012451,MT2,4-AcO-DMT
MT2_4-AcO-DiPT,-62708.95492553711,98957.11588287354,MT2,4-AcO-DiPT
MT2_4-AcO-MET,-62672.229736328125,98176.59676361084,MT2,4-AcO-MET
MT2_4-AcO-MiPT,-62635.14963531494,112973.5036239624,MT2,4-AcO-MiPT
MT2_4-FA,-62576.636474609375,100813.59396362305,MT2,4-FA
MT2_4-FMA,-62586.6826171875,110077.33769989014,MT2,4-FMA
MT2_4-HO-DET,-62708.49279785156,104103.42527770996,MT2,4-HO-DET
MT2_4-HO-DPT,-62744.490409851074,110015.16442108154,MT2,4-HO-DPT
MT2_4-HO-DiPT,-62785.424713134766,127258.1009979248,MT2,4-HO-DiPT
MT2_4-HO-EPT,-62683.297271728516,110315.73100280762,MT2,4-HO-EPT
MT2_4-HO-MET,-62696.47368621826,108370.6068649292,MT2,4-HO-MET
MT2_4-HO-MPT,-62708.53112030029,124770.73467254639,MT2,4-HO-MPT
MT2_4-HO-MiPT,-62704.147720336914,115025.10373687744,MT2,4-HO-MiPT
MT2_4-MeO-PCP,-62719.827209472656,115583.31691741943,MT2,4-MeO-PCP
MT2_4F-EPH,-62671.67272949219,100916.83413696289,MT2,4F-EPH
MT2_4F-MPH,-62706.17791748047,101931.5969543457,MT2,4F-MPH
"MT2_5,6-MDO-DMT",-62776.293365478516,105887.42962646484,MT2,"5,6-MDO-DMT"
MT2_5-APB,-62676.24186706543,106981.44529724121,MT2,5-APB
MT2_5-Hydroxytryptophan,-62692.23001098633,103225.6272354126,MT2,5-Hydroxytryptophan
MT2_5-MAPB,-62632.80891418457,101757.4312210083,MT2,5-MAPB
MT2_5-MeO-DALT,-62729.712326049805,159695.0514907837,MT2,5-MeO-DALT
MT2_5-MeO-DMT,-62696.032943725586,124234.05571365356,MT2,5-MeO-DMT
MT2_5-MeO-DiBF,-62737.48416137695,123727.07498931885,MT2,5-MeO-DiBF
MT2_5-MeO-DiPT,-62713.05848693848,102890.64671325684,MT2,5-MeO-DiPT
MT2_5-MeO-MiPT,-62800.23973083496,95504.20167541504,MT2,5-MeO-MiPT
MT2_5F-AKB48,-62729.93574523926,103623.62710571289,MT2,5F-AKB48
MT2_5F-PB-22,-62761.55684661865,95166.02941894531,MT2,5F-PB-22
MT2_6-APB,-62613.15351104736,102426.87828063965,MT2,6-APB
MT2_6-APDB,-62663.63861846924,106748.39922332764,MT2,6-APDB
MT2_8-Chlorotheophylline,-62696.509017944336,135602.3338317871,MT2,8-Chlorotheophylline
MT2_A-PHP,-62739.752990722656,118183.2017211914,MT2,A-PHP
MT2_A-PVP,-62672.0816116333,97609.86293792725,MT2,A-PVP
MT2_AB-FUBINACA,-62626.45634460449,120570.70641326904,MT2,AB-FUBINACA
MT2_AL-LAD,-62728.53145599365,99445.05532836914,MT2,AL-LAD
MT2_ALD-52,-62595.42155456543,96329.09955596924,MT2,ALD-52
MT2_APICA,-62827.266052246094,103210.00750732422,MT2,APICA
MT2_Acetylcholine,-62647.510009765625,104758.39324951172,MT2,Acetylcholine
MT2_Acetylfentanyl,-62689.34501647949,100156.20565032959,MT2,Acetylfentanyl
MT2_Adrafinil,-62626.41680908203,97326.29469299316,MT2,Adrafinil
MT2_Adrenaline,-62711.25468444824,99683.15522003174,MT2,Adrenaline
MT2_Alcohol,-62675.91792297363,172960.6602783203,MT2,Alcohol
MT2_Allylescaline,-62776.00988006592,109583.46942138672,MT2,Allylescaline
MT2_Alpha-MT,-62539.509704589844,152855.8358154297,MT2,Alpha-MT
MT2_Alprazolam,-62748.656967163086,99816.95513916016,MT2,Alprazolam
MT2_Amanita_muscaria,-62688.471740722656,99164.94605255127,MT2,Amanita_muscaria
MT2_Amphetamine,-62717.48503112793,113587.2523803711,MT2,Amphetamine
MT2_Anadenanthera_peregrina,-62656.13459777832,104889.58769989014,MT2,Anadenanthera_peregrina
MT2_Argyreia_nervosa,-62721.04504394531,115913.66729736328,MT2,Argyreia_nervosa
MT2_Armodafinil,-62742.05618286133,96370.22543334961,MT2,Armodafinil
MT2_Ayahuasca,-62610.658782958984,112535.06677246094,MT2,Ayahuasca
MT2_Baclofen,-62781.8687210083,145520.76068878174,MT2,Baclofen
MT2_Baeocystin,-62869.05065917969,129328.88972473145,MT2,Baeocystin
MT2_Banisteriopsis_caapi,-62755.31170654297,98629.70151519775,MT2,Banisteriopsis_caapi
MT2_Benzydamine,-62695.39483642578,96533.291847229,MT2,Benzydamine
MT2_Beta-Carboline,-62713.53318786621,112545.66877746582,MT2,Beta-Carboline
MT2_Bk-2C-B,-62572.621490478516,127681.36751556396,MT2,Bk-2C-B
MT2_Bromantane,-62661.372467041016,100154.48742675781,MT2,Bromantane
MT2_Bromazepam,-62637.51512145996,101873.51193237305,MT2,Bromazepam
MT2_Bromo-DragonFLY,-62635.42515563965,104932.3857345581,MT2,Bromo-DragonFLY
MT2_Bufotenin,-62675.87550354004,105643.33087158203,MT2,Bufotenin
MT2_Buprenorphine,-62763.37533569336,97825.65937042236,MT2,Buprenorphine
MT2_Butylone,-62782.923248291016,126892.57524490356,MT2,Butylone
MT2_Caffeine,-62690.81658935547,144779.5410308838,MT2,Caffeine
MT2_Cannabidiol,-62801.7211227417,137531.33112335205,MT2,Cannabidiol
MT2_Cannabis,-62686.61000061035,109996.56575012207,MT2,Cannabis
MT2_Carisoprodol,-62678.69778442383,102678.05890655518,MT2,Carisoprodol
MT2_Cathinone,-62629.65815734863,109704.41619873047,MT2,Cathinone
MT2_Changa,-62644.92335510254,106729.38724517822,MT2,Changa
MT2_Choline_bitartrate,-62711.30529785156,111163.31523132324,MT2,Choline_bitartrate
MT2_Citicoline,-62637.10205078125,127080.0158996582,MT2,Citicoline
MT2_Clonazepam,-62706.36717224121,129343.57444763184,MT2,Clonazepam
MT2_Clonazolam,-62721.858642578125,102507.31255340576,MT2,Clonazolam
MT2_Clonidine,-62702.28071594238,121062.64259338379,MT2,Clonidine
MT2_Cocaine,-62744.92852020264,110412.44861602783,MT2,Cocaine
MT2_Codeine,-62656.37959289551,123561.2438659668,MT2,Codeine
MT2_Creatine,-62705.513595581055,113172.90710449219,MT2,Creatine
MT2_Cyclazodone,-62774.37991333008,96819.70861053467,MT2,Cyclazodone
MT2_DET,-62781.72930908203,1261728.7910690308,MT2,DET
MT2_DMT,-62617.23486328125,98447.02660369873,MT2,DMT
MT2_DOB,-62636.79490661621,131420.77058410645,MT2,DOB
MT2_DOC,-62691.65229797363,108095.17181396484,MT2,DOC
MT2_DOI,-62741.01055908203,107881.83749389648,MT2,DOI
MT2_DOM,-62629.4169921875,101350.04755401611,MT2,DOM
MT2_DOx,-62659.55392456055,137958.32947540283,MT2,DOx
MT2_DPT,-62687.06938171387,105148.12469482422,MT2,DPT
MT2_Datura,-62646.64154815674,102594.24504089355,MT2,Datura
MT2_Delta-8-THC,-62610.29716491699,133787.54804229736,MT2,Delta-8-THC
MT2_Deschloroetizolam,-62845.41539001465,113699.50115203857,MT2,Deschloroetizolam
MT2_Deschloroketamine,-62741.23985290527,117528.52047729492,MT2,Deschloroketamine
MT2_Desomorphine,-62621.87496948242,104125.87970733643,MT2,Desomorphine
MT2_Desoxypipradrol,-62674.247009277344,100523.69606781006,MT2,Desoxypipradrol
MT2_Dextroamphetamine,-62735.769775390625,112868.25983428955,MT2,Dextroamphetamine
MT2_Dextromethorphan,-62695.82308959961,1346882.6607055664,MT2,Dextromethorphan
MT2_Dextropropoxyphene,-62693.01271057129,110004.83375549316,MT2,Dextropropoxyphene
MT2_DiPT,-62708.329345703125,107318.64863586426,MT2,DiPT
MT2_Diazepam,-62658.126220703125,108874.99670410156,MT2,Diazepam
MT2_Dichloropane,-62551.008964538574,103870.7325592041,MT2,Dichloropane
MT2_Diclazepam,-62764.81800842285,128349.69341278076,MT2,Diclazepam
MT2_Dihydrocodeine,-62693.69902038574,111430.69953918457,MT2,Dihydrocodeine
MT2_Diphenhydramine,-62712.46424865723,97003.56309509277,MT2,Diphenhydramine
MT2_Diphenidine,-62641.77426147461,122127.1185913086,MT2,Diphenidine
MT2_Dopamine,-62718.30923461914,127253.62230682373,MT2,Dopamine
MT2_EPT,-62726.3663482666,100167.79865264893,MT2,EPT
MT2_ETH-CAT,-62691.14147949219,112521.99522399902,MT2,ETH-CAT
MT2_ETH-LAD,-62682.67106628418,106989.69583129883,MT2,ETH-LAD
MT2_Echinopsis_pachanoi,-62688.297134399414,107190.41049194336,MT2,Echinopsis_pachanoi
MT2_Efavirenz,-62612.33799743652,114340.69702148438,MT2,Efavirenz
MT2_Ephedrine,-62711.512634277344,135630.7761001587,MT2,Ephedrine
MT2_Ephenidine,-62691.18989562988,110086.30416870117,MT2,Ephenidine
MT2_Ephylone,-62777.292320251465,104969.25868225098,MT2,Ephylone
MT2_Escaline,-62784.572036743164,115037.67527770996,MT2,Escaline
MT2_Eszopiclone,-62738.17399597168,112563.73031616211,MT2,Eszopiclone
MT2_Ethylmorphine,-62646.749114990234,99774.00736999512,MT2,Ethylmorphine
MT2_Ethylone,-62609.57776641846,102206.36106109619,MT2,Ethylone
MT2_Ethylphenidate,-62718.366943359375,100975.39137268066,MT2,Ethylphenidate
MT2_Etizolam,-62762.5940246582,95521.52027130127,MT2,Etizolam
MT2_Fentanyl,-62751.84880065918,108038.54671478271,MT2,Fentanyl
MT2_Flualprazolam,-62728.5968170166,93597.13590240479,MT2,Flualprazolam
MT2_Flubromazepam,-62650.46302032471,92664.42957305908,MT2,Flubromazepam
MT2_Flubromazolam,-62669.64111328125,103062.59053039551,MT2,Flubromazolam
MT2_Flunitrazepam,-62697.021881103516,91140.36377716064,MT2,Flunitrazepam
MT2_Flunitrazolam,-62695.63317871094,102244.05967712402,MT2,Flunitrazolam
MT2_GABA,-62756.09559631348,105655.15794372559,MT2,GABA
MT2_GBL,-62743.08770751953,106265.67245483398,MT2,GBL
MT2_GHB,-62754.83772277832,105956.4709777832,MT2,GHB
MT2_Gabapentin,-62639.90653991699,103630.26607513428,MT2,Gabapentin
MT2_Gaboxadol,-62667.53405761719,103337.16347503662,MT2,Gaboxadol
MT2_Galantamine,-62682.78495788574,116268.13470458984,MT2,Galantamine
MT2_Glutamate,-62637.49048614502,115619.24187469482,MT2,Glutamate
MT2_HHC,-62713.27445983887,117927.18589019775,MT2,HHC
MT2_HXE,-62710.76223754883,110712.90237426758,MT2,HXE
MT2_Harmala_alkaloid,-62769.22227478027,106550.81081390381,MT2,Harmala_alkaloid
MT2_Heroin,-62618.593170166016,105571.1787033081,MT2,Heroin
MT2_Hexedrone,-62685.48825073242,123521.84422302246,MT2,Hexedrone
MT2_Histamine,-62736.33366394043,132431.71408081055,MT2,Histamine
MT2_Hydrocodone,-62631.51225280762,105809.63342285156,MT2,Hydrocodone
MT2_Hydromorphone,-62675.00289916992,121809.57096862793,MT2,Hydromorphone
MT2_Ibogaine,-62747.76351928711,121755.1541595459,MT2,Ibogaine
MT2_Ibotenic_acid,-62724.419982910156,127761.84757995605,MT2,Ibotenic_acid
MT2_Ipomoea_tricolor,-62661.305099487305,97876.63459014893,MT2,Ipomoea_tricolor
MT2_Isopropylphenidate,-62721.88488769531,105721.23239898682,MT2,Isopropylphenidate
MT2_JWH-018,-62715.75457763672,99510.55752563477,MT2,JWH-018
MT2_JWH-073,-62636.556579589844,106530.52048492432,MT2,JWH-073
MT2_Kava,-62696.619201660156,102699.40396881104,MT2,Kava
MT2_Ketamine,-62561.66247558594,105199.6227645874,MT2,Ketamine
MT2_Kratom,-62682.764892578125,88451.03414916992,MT2,Kratom
MT2_LAE-32,-62712.94916534424,111514.62606811523,MT2,LAE-32
MT2_LSA,-62713.18313598633,103019.08554077148,MT2,LSA
MT2_LSD,-62683.13621520996,96850.92021942139,MT2,LSD
MT2_LSM-775,-62593.5545501709,95770.47970581055,MT2,LSM-775
MT2_LSZ,-62694.23011779785,113999.22746276855,MT2,LSZ
MT2_Lisdexamfetamine,-62614.235443115234,114166.45070648193,MT2,Lisdexamfetamine
MT2_Lophophora_williamsii,-62701.53508758545,98728.2908706665,MT2,Lophophora_williamsii
MT2_Lorazepam,-62707.289794921875,188662.63270187378,MT2,Lorazepam
MT2_Lormetazepam,-62579.878677368164,104039.29574584961,MT2,Lormetazepam
MT2_MCPP,-62701.447814941406,104024.24938964844,MT2,MCPP
MT2_MDA,-62622.84712219238,106232.38121032715,MT2,MDA
MT2_MDAI,-62767.02442932129,111672.44969940186,MT2,MDAI
MT2_MDEA,-62653.572006225586,100933.6457901001,MT2,MDEA
MT2_MDMA,-62642.21979522705,104125.70723724365,MT2,MDMA
MT2_MDPV,-62673.168853759766,96703.91347503662,MT2,MDPV
MT2_MET,-62738.8703994751,110968.0230178833,MT2,MET
