ligand,mean,std,count
GluN2B_Cyclazodone,-110396.59504699708,,1
GluN2B_Flunitrazolam,-110396.44371795654,,1
GluN2B_Bk-2C-B,-110388.85180664062,,1
GluN2B_Melatonin,-110385.88288116457,,1
GluN2B_Flualprazolam,-110383.63799285889,,1
GluN2B_3-MeO-PCMo,-110382.59215545654,,1
GluN2B_THJ-2201,-110373.51326751708,,1
GluN2B_Methylnaphthidate,-110368.5549621582,,1
GluN2B_Adrafinil,-110367.68347930908,,1
GluN2B_Alpha-MT,-110367.24214935304,,1
GluN2B_AB-FUBINACA,-110361.39684295654,,1
GluN2B_Methamphetamine,-110357.81868743896,,1
GluN2B_2C-T-2,-110344.70808410645,,1
GluN2B_Pyrazolam,-110343.1166152954,,1
GluN2B_Bromantane,-110327.8844680786,,1
GluN2B_Salvinorin_A,-110325.64125823976,,1
GluN2B_JWH-073,-110316.9988937378,,1
GluN2B_Alprazolam,-110314.62741088869,,1
GluN2B_Delta-8-THC,-110313.69395446776,,1
GluN2B_Cannabis,-110307.76438903809,,1
GluN2B_Tetrahydrocannabiphorol,-110306.0126876831,,1
GluN2B_STS-135,-110293.37456512453,,1
GluN2B_HHC,-110282.09937286375,,1
GluN2B_Flubromazepam,-110279.2992401123,,1
GluN2B_4F-EPH,-110249.42378234863,,1
GluN2B_Tabernanthe_iboga_(botany),-110212.88808441162,,1
GluN2B_Progesterone,-110211.4686050415,,1
GluN2B_5F-AKB48,-110209.45082855225,,1
GluN2B_Midazolam,-110207.48694610596,,1
GluN2B_1V-LSD,-110168.68740844728,,1
GluN2B_Flubromazolam,-110138.39672088625,,1
A_alpha1_PRO-LAD,-64547.40459060669,,1
A_alpha1_1cP-LSD,-64540.86803817749,,1
A_alpha1_LAE-32,-64539.49411010742,,1
A_alpha1_ETH-LAD,-64506.80648422241,,1
A_alpha1_DMT,-64496.45594024658,,1
A_alpha1_Bk-2C-B,-64487.64220237732,,1
A_alpha1_Adrafinil,-64483.265842437744,,1
A_alpha1_Mescaline,-64468.244037628174,,1
A_alpha1_LSM-775,-64460.839809417725,,1
A_alpha1_2C-T,-64457.41905593872,,1
A_alpha1_DOI,-64454.15672302246,,1
A_alpha1_Delta-8-THC,-64445.20924472809,,1
A_alpha1_Salvinorin_A,-64439.950202941895,,1
A_alpha1_Nitromethaqualone,-64438.70861816406,,1
A_alpha1_Flualprazolam,-64429.36703491211,,1
A_alpha1_A-PHP,-64422.977111816406,,1
A_alpha1_Argyreia_nervosa,-64421.19892883301,,1
A_alpha1_MDPV,-64420.72211074829,,1
A_alpha1_Methylphenidate,-64420.652435302734,,1
A_alpha1_Nifoxipam,-64418.77746963501,,1
A_alpha1_Caffeine,-64410.907318115234,,1
A_alpha1_Banisteriopsis_caapi,-64410.89527893066,,1
A_alpha1_Clonazepam,-64400.15843582153,,1
A_alpha1_Baeocystin,-64397.89350128174,,1
A_alpha1_Tetrahydrocannabiphorol,-64394.473808288574,,1
A_alpha1_LSD,-64392.23498916626,,1
A_alpha1_Allylescaline,-64391.52201080322,,1
A_alpha1_1P-LSD,-64388.24382400513,,1
A_alpha1_Cannabis,-64388.23456954956,,1
A_alpha1_Peganum_harmala,-64387.21928024292,,1
A_alpha1_Melatonin,-64384.9387626648,,1
A_alpha1_Etizolam,-64381.546463012695,,1
A_alpha1_Zolpidem,-64378.896533966064,,1
A_alpha1_Midazolam,-64376.96193313599,,1
A_alpha1_3-MeO-PCMo,-64372.12706756592,,1
A_alpha1_1cP-MiPLA,-64371.664905548096,,1
A_alpha1_Baclofen,-64368.35248565674,,1
A_alpha1_Kava,-64368.27278137207,,1
A_alpha1_Flubromazepam,-64367.51248931885,,1
A_alpha1_Armodafinil,-64365.55826568604,,1
A_alpha1_25N-NBOMe,-64365.49165725708,,1
A_alpha1_Metizolam,-64364.36374282837,,1
A_alpha1_ALD-52,-64362.28581237793,,1
A_alpha1_DiPT,-64359.774017333984,,1
A_alpha1_Ipomoea_tricolor,-64356.32406997681,,1
A_alpha1_DET,-64351.77502822876,,1
A_alpha1_8-Chlorotheophylline,-64351.75040054321,,1
A_alpha1_3-MeO-PCE,-64350.7219543457,,1
A_alpha1_2C-C,-64348.32456970215,,1
A_alpha1_4-HO-MPT,-64347.616983413696,,1
A_alpha1_Pentobarbital,-64345.93075942993,,1
A_alpha1_Adrenaline,-64344.7854309082,,1
A_alpha1_2-FEA,-64341.97348022461,,1
A_alpha1_Lophophora_williamsii,-64340.7096862793,,1
A_alpha1_Cannabidiol,-64338.97002029419,,1
A_alpha1_PMA,-64334.61220932007,,1
A_alpha1_Salvinorin_B_methoxymethyl_ether,-64329.99574661255,,1
A_alpha1_Mexedrone,-64329.02016448975,,1
A_alpha1_Diphenidine,-64327.59564590454,,1
A_alpha1_AL-LAD,-64327.54891967773,,1
A_alpha1_Isopropylphenidate,-64327.44996261597,,1
A_alpha1_Progesterone,-64325.765354156494,,1
A_alpha1_PARGY-LAD,-64323.92072677612,,1
A_alpha1_A-PVP,-64323.25603103638,,1
A_alpha1_Gaboxadol,-64321.49716567993,,1
A_alpha1_DOx,-64321.0997467041,,1
A_alpha1_MiPLA,-64320.95351028442,,1
A_alpha1_Bromazepam,-64319.88568115234,,1
A_alpha1_2C-T-21,-64319.63697814941,,1
A_alpha1_Nicotine,-64318.30723190308,,1
A_alpha1_3-HO-PCE,-64314.923641204834,,1
A_alpha1_Ethylphenidate,-64314.59299087525,,1
A_alpha1_MiPT,-64313.3052520752,,1
A_alpha1_3-FPM,-64313.09791564941,,1
A_alpha1_Lormetazepam,-64312.79249572754,,1
"A_alpha1_3,4-CTMP",-64312.22486114502,,1
A_alpha1_Methylnaphthidate,-64309.39279556274,,1
A_alpha1_Secobarbital,-64308.29330825806,,1
A_alpha1_Phenethylamine_(compound),-64306.3142414093,,1
A_alpha1_Nitrous,-64304.793254852295,,1
A_alpha1_PCE,-64304.64025878906,,1
A_alpha1_Creatine,-64303.53046417236,,1
A_alpha1_4-HO-MiPT,-64300.43232345581,,1
A_alpha1_1P-ETH-LAD,-64298.66276931763,,1
A_alpha1_2C-P,-64298.30075073242,,1
A_alpha1_5-MeO-DMT,-64297.88544464111,,1
A_alpha1_Anadenanthera_peregrina,-64296.70596694946,,1
A_alpha1_4-HO-DPT,-64294.59652709961,,1
A_alpha1_MDEA,-64294.29941940308,,1
A_alpha1_Methiopropamine,-64294.08477401733,,1
A_alpha1_Cyclazodone,-64293.547691345215,,1
A_alpha1_Escaline,-64293.12297821045,,1
A_alpha1_3-MMC,-64292.92272949219,,1
A_alpha1_Bromo-DragonFLY,-64292.21830177307,,1
A_alpha1_3-HO-PCP,-64290.888496398926,,1
A_alpha1_2C-I,-64289.03154754639,,1
A_alpha1_STS-135,-64287.93463516235,,1
A_alpha1_Harmala_alkaloid,-64286.267543792725,,1
A_alpha1_Deschloroetizolam,-64284.98104476929,,1
A_alpha1_Efavirenz,-64284.88156890869,,1
A_alpha1_2C-T-7,-64284.75002670288,,1
A_alpha1_LSA,-64284.70164489746,,1
A_alpha1_MCPP,-64284.12049102783,,1
A_alpha1_4-AcO-MET,-64283.65744018555,,1
A_alpha1_Meclofenoxate,-64283.15336608887,,1
A_alpha1_1B-LSD,-64282.18096160889,,1
A_alpha1_5-APB,-64281.21283721924,,1
A_alpha1_NM-2-AI,-64280.80680847168,,1
A_alpha1_MDAI,-64279.722759246826,,1
A_alpha1_4-HO-DET,-64277.24396896362,,1
A_alpha1_Tianeptine,-64277.02547836304,,1
A_alpha1_THJ-018,-64276.13994598389,,1
A_alpha1_MDMA,-64272.84268569946,,1
A_alpha1_Ibogaine,-64272.075691223145,,1
A_alpha1_5F-PB-22,-64271.412952423096,,1
A_alpha1_O-PCE,-64271.05153274536,,1
A_alpha1_2M2B,-64271.0306892395,,1
A_alpha1_25B-NBOMe,-64270.63116455078,,1
A_alpha1_NEP,-64268.428188323975,,1
A_alpha1_4F-MPH,-64268.105560302734,,1
A_alpha1_Propylhexedrine,-64267.07858657837,,1
A_alpha1_LSZ,-64266.49666595459,,1
A_alpha1_GBL,-64266.01609420776,,1
A_alpha1_1V-LSD,-64265.499004364014,,1
A_alpha1_APICA,-64264.34541702271,,1
A_alpha1_4-AcO-DMT,-64264.063999176025,,1
A_alpha1_2C-B-FLY,-64262.37232971192,,1
A_alpha1_DPT,-64261.85694503784,,1
A_alpha1_Proscaline,-64260.8459777832,,1
A_alpha1_Galantamine,-64259.44603729248,,1
A_alpha1_Nicotiana_(botany),-64258.74882888794,,1
A_alpha1_PMMA,-64258.21611022949,,1
A_alpha1_Methadone,-64257.82514572144,,1
A_alpha1_Clonidine,-64256.95189285278,,1
A_alpha1_25C-NBOH,-64255.29295349121,,1
A_alpha1_Dextropropoxyphene,-64255.013664245605,,1
A_alpha1_4-HO-MET,-64253.525718688965,,1
A_alpha1_Mirtazapine,-64251.400409698486,,1
A_alpha1_DOM,-64249.71075439453,,1
A_alpha1_Benzydamine,-64249.58121871948,,1
A_alpha1_Poppers,-64248.99550628662,,1
A_alpha1_Zopiclone,-64248.10041046143,,1
A_alpha1_Citicoline,-64245.01119232178,,1
A_alpha1_2-FA,-64244.5048828125,,1
A_alpha1_Methaqualone,-64243.14437866211,,1
A_alpha1_SAM-e,-64241.57011413574,,1
"A_alpha1_2,5-DMA",-64239.71701431274,,1
A_alpha1_1cP-AL-LAD,-64238.56134796143,,1
A_alpha1_Tramadol,-64234.098876953125,,1
A_alpha1_4-HO-EPT,-64233.95518112183,,1
A_alpha1_U-47700,-64233.843017578125,,1
A_alpha1_Alcohol,-64233.51547622681,,1
A_alpha1_Flunitrazolam,-64233.47378921509,,1
A_alpha1_Desoxypipradrol,-64231.76167678833,,1
A_alpha1_3C-P,-64230.29155731201,,1
A_alpha1_TMA-2,-64227.70395278931,,1
A_alpha1_Phenobarbital,-64225.88898849487,,1
A_alpha1_Salvia_divinorum,-64224.89565658569,,1
A_alpha1_Temazepam,-64223.79861831665,,1
A_alpha1_Cathinone,-64222.16915130615,,1
A_alpha1_5-MeO-DiPT,-64221.79981994629,,1
A_alpha1_5-MAPB,-64221.51495361328,,1
A_alpha1_Methcathinone,-64220.89889907837,,1
A_alpha1_5-MeO-DiBF,-64220.80040550232,,1
A_alpha1_Fentanyl,-64219.18008041382,,1
A_alpha1_Pentedrone,-64218.36766052246,,1
A_alpha1_Changa,-64216.040561676025,,1
A_alpha1_Methoxetamine,-64212.35088729858,,1
A_alpha1_Ephylone,-64212.02494049072,,1
A_alpha1_25I-NBOMe,-64209.92967224121,,1
A_alpha1_Ketamine,-64209.83153533936,,1
A_alpha1_2C-E,-64209.79806518555,,1
A_alpha1_Prolintane,-64209.2926902771,,1
A_alpha1_Butylone,-64206.30439758301,,1
A_alpha1_2C-T-2,-64206.25937652588,,1
A_alpha1_Myristicin,-64205.18315124512,,1
A_alpha1_Morphine,-64204.76000213623,,1
A_alpha1_THJ-2201,-64204.28150177002,,1
A_alpha1_Sufentanil,-64203.16854476929,,1
A_alpha1_3-FMA,-64202.0435256958,,1
A_alpha1_Mephedrone,-64201.38299179077,,1
A_alpha1_Hexedrone,-64200.7081489563,,1
A_alpha1_5F-AKB48,-64200.4518661499,,1
A_alpha1_Methallylescaline,-64199.08294296265,,1
A_alpha1_Clonazolam,-64196.55311584473,,1
A_alpha1_Gabapentin,-64195.81758308411,,1
A_alpha1_EPT,-64195.03916931152,,1
A_alpha1_5-MeO-MiPT,-64194.954662323,,1
A_alpha1_TMA-6,-64194.64507293701,,1
A_alpha1_JWH-073,-64193.77571105957,,1
A_alpha1_25B-NBOH,-64193.35581588745,,1
A_alpha1_Theacrine,-64192.471698760986,,1
A_alpha1_HHC,-64192.03101348877,,1
A_alpha1_DOB,-64191.82078933716,,1
A_alpha1_Memantine,-64190.57636642456,,1
A_alpha1_Phenibut,-64189.13925933838,,1
A_alpha1_25I-NBOH,-64187.67476654053,,1
A_alpha1_Serotonin,-64186.64658355713,,1
A_alpha1_Pethidine,-64186.226055145264,,1
A_alpha1_PCP,-64184.328704833984,,1
A_alpha1_Tryptamine_(compound),-64181.96072769165,,1
A_alpha1_Psilocin,-64181.63430023193,,1
A_alpha1_ETH-CAT,-64179.11375045776,,1
A_alpha1_Tyrosine,-64178.29822540283,,1
A_alpha1_4-FMA,-64178.00575065613,,1
A_alpha1_4-HO-DiPT,-64177.74754333496,,1
A_alpha1_Bufotenin,-64177.283084869385,,1
A_alpha1_25C-NBOMe,-64176.76084136963,,1
A_alpha1_Tetrahydrocannabinol,-64175.12130737305,,1
A_alpha1_Lorazepam,-64175.07144546509,,1
A_alpha1_Alpha-MT,-64174.47081661224,,1
A_alpha1_Beta-Carboline,-64171.72120285034,,1
A_alpha1_5-MeO-DALT,-64170.01907730103,,1
A_alpha1_3-FA,-64168.78851699829,,1
A_alpha1_Dichloropane,-64168.365741729736,,1
A_alpha1_Bromantane,-64167.89169692993,,1
A_alpha1_Diclazepam,-64164.62697982788,,1
A_alpha1_4F-EPH,-64162.28719711304,,1
A_alpha1_4-AcO-DiPT,-64159.94269943237,,1
A_alpha1_Promethazine,-64157.43041610718,,1
A_alpha1_Ayahuasca,-64155.941860198975,,1
A_alpha1_JWH-018,-64155.76121520996,,1
A_alpha1_HXE,-64155.12837600708,,1
A_alpha1_Tizanidine,-64154.81649398804,,1
A_alpha1_Cocaine,-64154.66775512695,,1
A_alpha1_DOC,-64153.43420410156,,1
A_alpha1_Ephedrine,-64151.84427642822,,1
A_alpha1_Alprazolam,-64150.68718338013,,1
A_alpha1_4-MeO-PCP,-64146.78532409668,,1
A_alpha1_Flunitrazepam,-64146.30525588989,,1
A_alpha1_Methamphetamine,-64145.8044052124,,1
A_alpha1_2-FMA,-64144.267139434814,,1
A_alpha1_2-Fluorodeschloroketamine,-64143.83287811279,,1
A_alpha1_Buprenorphine,-64142.10468673706,,1
"A_alpha1_5,6-MDO-DMT",-64141.68568038941,,1
A_alpha1_Dextromethorphan,-64140.03296661377,,1
A_alpha1_4-AcO-DET,-64136.0112953186,,1
A_alpha1_4-AcO-MiPT,-64133.59685897827,,1
A_alpha1_Choline_bitartrate,-64133.32945632935,,1
A_alpha1_5-Hydroxytryptophan,-64131.568645477295,,1
A_alpha1_Amphetamine,-64131.01081466675,,1
A_alpha1_Diphenhydramine,-64130.66078186035,,1
A_alpha1_Hydromorphone,-64129.95420074463,,1
A_alpha1_Lisdexamfetamine,-64129.62426376343,,1
A_alpha1_THC-O-acetate,-64128.89256286621,,1
A_alpha1_Modafinil,-64128.49289703369,,1
A_alpha1_N-Acetylcysteine,-64127.80637359619,,1
A_alpha1_Histamine,-64127.47373199463,,1
A_alpha1_Acetylfentanyl,-64127.148853302,,1
A_alpha1_Pyrazolam,-64126.37601470947,,1
A_alpha1_4-FA,-64126.26953125,,1
A_alpha1_Dextroamphetamine,-64125.49769973755,,1
A_alpha1_Oxymorphone,-64125.44959259033,,1
A_alpha1_AB-FUBINACA,-64125.083984375,,1
A_alpha1_Pregabalin,-64124.377948760986,,1
A_alpha1_Desomorphine,-64122.38624954224,,1
A_alpha1_Tapentadol,-64119.54068374634,,1
A_alpha1_MET,-64117.46837615967,,1
A_alpha1_Eszopiclone,-64114.29207611084,,1
A_alpha1_Carisoprodol,-64114.1628074646,,1
A_alpha1_Diazepam,-64111.98073959351,,1
A_alpha1_25D-NBOMe,-64111.88224411011,,1
A_alpha1_MDA,-64109.68890762329,,1
A_alpha1_Kratom,-64104.73496627808,,1
A_alpha1_Echinopsis_pachanoi,-64104.63827514648,,1
A_alpha1_2C-D,-64102.30767059326,,1
A_alpha1_Flubromazolam,-64099.36785507202,,1
A_alpha1_Dihydrocodeine,-64092.472396850586,,1
A_alpha1_25E-NBOH,-64087.37819671631,,1
A_alpha1_Heroin,-64076.00992202759,,1
A_alpha1_NBx,-64073.86366653442,,1
A_alpha1_Oxycodone,-64072.45858001709,,1
A_alpha1_2-Aminoindane,-64072.21451568604,,1
A_alpha1_6-APB,-64070.42376708984,,1
A_alpha1_N-Ethylhexedrone,-64066.184982299805,,1
A_alpha1_GHB,-64064.46259307861,,1
A_alpha1_Theanine,-64060.155601501465,,1
A_alpha1_3C-E,-64057.39511871338,,1
A_alpha1_Methylone,-64056.23476409912,,1
A_alpha1_Ephenidine,-64054.05522537232,,1
A_alpha1_3-FEA,-64050.74668502808,,1
A_alpha1_2C-B,-64047.62990951538,,1
A_alpha1_Hydrocodone,-64044.37184906006,,1
A_alpha1_Deschloroketamine,-64040.87734603882,,1
A_alpha1_Dopamine,-64033.36019897461,,1
A_alpha1_O-Desmethyltramadol,-64029.842487335205,,1
A_alpha1_Acetylcholine,-64023.98672866821,,1
A_alpha1_Ibotenic_acid,-64011.86358261109,,1
"A_alpha1_1,4-Butanediol",-64011.84340286255,,1
A_alpha1_Glutamate,-64006.85151672363,,1
A_alpha1_Noradrenaline,-64001.866771698,,1
A_alpha1_Codeine,-64001.628562927246,,1
A_alpha1_3-MeO-PCP,-63988.188079833984,,1
A_alpha1_Ethylone,-63982.99308776856,,1
A_alpha1_Tabernanthe_iboga_(botany),-63969.661739349365,,1
A_alpha1_6-APDB,-63966.60348892212,,1
A_alpha1_Datura,-63965.69458770752,,1
A_alpha1_Ethylmorphine,-63963.89483261109,,1
A_alpha1_GABA,-63956.02738952637,,1
A_alpha1_Amanita_muscaria,-63937.8885269165,,1
A_alpha1_2C-H,-63871.15787887573,,1
A_alpha3_4-HO-MiPT,-63263.578216552734,,1
A_alpha3_JWH-073,-63252.85323905945,,1
A_alpha3_NEP,-63231.68523979187,,1
A_alpha3_Gaboxadol,-63229.32109451294,,1
A_alpha3_Modafinil,-63221.96120452881,,1
A_alpha3_Phenethylamine_(compound),-63218.72174453735,,1
A_alpha3_Hydromorphone,-63214.62662124634,,1
A_alpha3_THJ-018,-63208.2933883667,,1
A_alpha3_2C-I,-63199.7062830925,,1
A_alpha3_Methylphenidate,-63182.65715026856,,1
A_alpha3_MCPP,-63179.110052108765,,1
A_alpha3_Proscaline,-63177.32306480408,,1
A_alpha3_Nitromethaqualone,-63176.98331260681,,1
A_alpha3_2C-D,-63174.574672698975,,1
A_alpha3_Ethylphenidate,-63174.27854537964,,1
A_alpha3_Desoxypipradrol,-63173.153953552246,,1
A_alpha3_Acetylfentanyl,-63171.27795600891,,1
A_alpha3_6-APB,-63168.83369255066,,1
A_alpha3_Lorazepam,-63164.62023544312,,1
A_alpha3_Theanine,-63163.92995071411,,1
A_alpha3_Escaline,-63162.55597686768,,1
A_alpha3_N-Ethylhexedrone,-63161.82489967346,,1
A_alpha3_3-HO-PCP,-63158.43438529968,,1
A_alpha3_2C-B-FLY,-63155.547229766846,,1
A_alpha3_Choline_bitartrate,-63152.61528587341,,1
A_alpha3_Mephedrone,-63152.42855262756,,1
A_alpha3_Prolintane,-63150.09582901001,,1
"A_alpha3_2,5-DMA",-63149.33987236023,,1
A_alpha3_2C-E,-63148.512145996094,,1
A_alpha3_Phenobarbital,-63145.29369735718,,1
A_alpha3_Ephylone,-63144.94134521485,,1
A_alpha3_JWH-018,-63143.91501617432,,1
A_alpha3_Progesterone,-63143.56502532959,,1
A_alpha3_Mexedrone,-63142.63698577881,,1
A_alpha3_3-MeO-PCP,-63142.41564464569,,1
A_alpha3_Ethylmorphine,-63141.22270202637,,1
A_alpha3_PCE,-63139.39701080322,,1
A_alpha3_Diphenidine,-63136.78872776032,,1
A_alpha3_2C-B,-63136.33327484131,,1
A_alpha3_Phenibut,-63135.08077049256,,1
A_alpha3_Bromazepam,-63134.9107170105,,1
A_alpha3_3C-P,-63134.777072906494,,1
A_alpha3_Mirtazapine,-63134.073501586914,,1
A_alpha3_O-Desmethyltramadol,-63133.635652542114,,1
A_alpha3_Harmala_alkaloid,-63132.50055027008,,1
A_alpha3_Adrafinil,-63132.28449344635,,1
A_alpha3_O-PCE,-63131.45072174072,,1
A_alpha3_2C-T,-63129.84220123291,,1
A_alpha3_Flunitrazolam,-63129.07936096192,,1
A_alpha3_25C-NBOMe,-63126.203411102295,,1
A_alpha3_Metizolam,-63121.42455673218,,1
A_alpha3_Morphine,-63121.36364746094,,1
A_alpha3_4-HO-DiPT,-63119.89837932587,,1
A_alpha3_THC-O-acetate,-63118.9328250885,,1
A_alpha3_4-AcO-DMT,-63113.84828567505,,1
A_alpha3_Propylhexedrine,-63113.55820655823,,1
A_alpha3_Dihydrocodeine,-63111.99346923828,,1
A_alpha3_Armodafinil,-63108.56415367127,,1
A_alpha3_Ibotenic_acid,-63107.42779541016,,1
A_alpha3_Deschloroketamine,-63107.1457490921,,1
A_alpha3_Pethidine,-63103.77445220947,,1
A_alpha3_3-MMC,-63102.00874328613,,1
A_alpha3_Hexedrone,-63097.37925720215,,1
A_alpha3_Oxymorphone,-63096.94863128662,,1
A_alpha3_Allylescaline,-63096.54062843323,,1
A_alpha3_ALD-52,-63092.08138465881,,1
A_alpha3_Meclofenoxate,-63091.65271568298,,1
A_alpha3_1P-LSD,-63090.88244628906,,1
A_alpha3_2C-P,-63090.587089538574,,1
A_alpha3_GBL,-63087.8571972847,,1
A_alpha3_5-MAPB,-63087.80345344544,,1
A_alpha3_Tabernanthe_iboga_(botany),-63087.187324523926,,1
A_alpha3_8-Chlorotheophylline,-63077.65093231201,,1
A_alpha3_Creatine,-63077.14712524414,,1
A_alpha3_3-FEA,-63076.50477600098,,1
A_alpha3_LSD,-63076.37928009033,,1
A_alpha3_Methaqualone,-63076.18076610565,,1
A_alpha3_2C-T-2,-63073.7319355011,,1
A_alpha3_MiPLA,-63071.04278945923,,1
A_alpha3_Flubromazepam,-63070.01246261597,,1
A_alpha3_MET,-63069.334159851074,,1
A_alpha3_1P-ETH-LAD,-63069.20093536377,,1
A_alpha3_5-APB,-63067.42038536072,,1
A_alpha3_GHB,-63066.67484664917,,1
A_alpha3_Tryptamine_(compound),-63065.45594024658,,1
A_alpha3_2C-C,-63064.47414016724,,1
A_alpha3_Lormetazepam,-63063.04846954346,,1
A_alpha3_4-HO-DPT,-63062.38962173462,,1
A_alpha3_Nicotiana_(botany),-63062.35969161987,,1
A_alpha3_Secobarbital,-63062.21105957031,,1
A_alpha3_Methylnaphthidate,-63061.77390003204,,1
A_alpha3_4-AcO-MET,-63061.61953735352,,1
A_alpha3_APICA,-63060.8881149292,,1
A_alpha3_Methallylescaline,-63056.580286026,,1
A_alpha3_Deschloroetizolam,-63056.26031303406,,1
A_alpha3_A-PVP,-63055.0200843811,,1
A_alpha3_Datura,-63054.42877960205,,1
A_alpha3_MDA,-63053.879413604736,,1
A_alpha3_Flubromazolam,-63051.74347305298,,1
A_alpha3_Pregabalin,-63051.52685928345,,1
A_alpha3_Salvinorin_B_methoxymethyl_ether,-63050.31736755371,,1
A_alpha3_Histamine,-63049.844787597656,,1
A_alpha3_ETH-CAT,-63048.860078811646,,1
A_alpha3_Tianeptine,-63047.53268051148,,1
A_alpha3_Myristicin,-63045.43675804138,,1
A_alpha3_DOC,-63044.77526855469,,1
A_alpha3_DOB,-63044.04448413849,,1
A_alpha3_AB-FUBINACA,-63043.39037513733,,1
A_alpha3_5-MeO-DMT,-63042.656898498535,,1
A_alpha3_Ephenidine,-63042.65664291382,,1
A_alpha3_Lisdexamfetamine,-63040.6730556488,,1
A_alpha3_Ketamine,-63040.43482589722,,1
A_alpha3_Dextroamphetamine,-63039.64014625549,,1
A_alpha3_25I-NBOH,-63039.364669799805,,1
A_alpha3_TMA-2,-63038.83661651611,,1
A_alpha3_Efavirenz,-63037.593185424805,,1
A_alpha3_Butylone,-63037.09730911255,,1
A_alpha3_Hydrocodone,-63034.82461929321,,1
A_alpha3_Tapentadol,-63033.72554397583,,1
A_alpha3_Isopropylphenidate,-63033.56407260895,,1
A_alpha3_5-MeO-DiPT,-63033.277349472046,,1
A_alpha3_DOM,-63032.8018283844,,1
A_alpha3_Oxycodone,-63030.9094581604,,1
A_alpha3_5F-AKB48,-63030.28915023804,,1
A_alpha3_Methcathinone,-63029.37554359436,,1
A_alpha3_2C-H,-63029.21573638916,,1
A_alpha3_Ayahuasca,-63029.13505935669,,1
A_alpha3_ETH-LAD,-63028.51986312866,,1
A_alpha3_Methylone,-63027.39596176148,,1
A_alpha3_3-HO-PCE,-63026.65450668335,,1
A_alpha3_Nifoxipam,-63025.48255157471,,1
"A_alpha3_1,4-Butanediol",-63025.04821014404,,1
A_alpha3_Glutamate,-63022.82427978516,,1
A_alpha3_Caffeine,-63020.6816482544,,1
A_alpha3_Midazolam,-63020.39196395874,,1
A_alpha3_1cP-LSD,-63019.93647766113,,1
A_alpha3_Adrenaline,-63019.25301551819,,1
A_alpha3_SAM-e,-63017.29726982117,,1
A_alpha3_Carisoprodol,-63016.743936538696,,1
A_alpha3_Tramadol,-63016.68189239502,,1
A_alpha3_Cathinone,-63015.27747058869,,1
A_alpha3_Ephedrine,-63014.81426811218,,1
A_alpha3_Desomorphine,-63012.68488311768,,1
A_alpha3_Bk-2C-B,-63012.25854110718,,1
A_alpha3_Memantine,-63012.11710357666,,1
A_alpha3_Cyclazodone,-63010.62895965576,,1
A_alpha3_LSA,-63009.23229217529,,1
A_alpha3_PRO-LAD,-63009.036014556885,,1
A_alpha3_4-HO-MET,-63008.06465148926,,1
A_alpha3_Anadenanthera_peregrina,-63007.41389846802,,1
A_alpha3_4-FMA,-63006.66286468506,,1
A_alpha3_Nitrous,-63006.47755432129,,1
A_alpha3_Gabapentin,-63005.93299102783,,1
A_alpha3_DOI,-63004.67401885986,,1
A_alpha3_5-MeO-DiBF,-63003.926115989685,,1
A_alpha3_5-MeO-MiPT,-63003.47508621216,,1
A_alpha3_NBx,-63002.54109954834,,1
A_alpha3_6-APDB,-62999.77852630615,,1
A_alpha3_Diclazepam,-62998.98180389404,,1
A_alpha3_Baclofen,-62998.308656692505,,1
A_alpha3_4-AcO-DET,-62996.25360488892,,1
A_alpha3_Alcohol,-62996.12448883057,,1
A_alpha3_Galantamine,-62995.9181098938,,1
A_alpha3_A-PHP,-62994.11529159546,,1
A_alpha3_Dextropropoxyphene,-62993.18462753296,,1
A_alpha3_Psilocin,-62989.83645248413,,1
A_alpha3_Acetylcholine,-62988.0591506958,,1
A_alpha3_MDAI,-62984.801849365234,,1
A_alpha3_Bromo-DragonFLY,-62983.90251541138,,1
A_alpha3_Poppers,-62982.59346628189,,1
A_alpha3_GABA,-62982.48955154419,,1
A_alpha3_25B-NBOH,-62981.208015441895,,1
A_alpha3_Tyrosine,-62980.97395324707,,1
A_alpha3_4-HO-MPT,-62977.01770782471,,1
A_alpha3_2-FEA,-62976.629123687744,,1
A_alpha3_MDEA,-62975.89992904663,,1
A_alpha3_25I-NBOMe,-62975.74884414673,,1
A_alpha3_Ibogaine,-62975.65801239014,,1
A_alpha3_Cocaine,-62974.91593170166,,1
A_alpha3_Heroin,-62974.84313964844,,1
A_alpha3_EPT,-62974.384731292725,,1
A_alpha3_Mescaline,-62974.191579818726,,1
A_alpha3_Eszopiclone,-62972.74952697754,,1
A_alpha3_Methoxetamine,-62972.624366760254,,1
A_alpha3_Pyrazolam,-62969.7345123291,,1
A_alpha3_3-MeO-PCE,-62969.46865463257,,1
A_alpha3_5-Hydroxytryptophan,-62968.12483406067,,1
A_alpha3_Flunitrazepam,-62967.75801086426,,1
A_alpha3_Zopiclone,-62967.29389190674,,1
A_alpha3_MiPT,-62967.26292037964,,1
A_alpha3_25B-NBOMe,-62966.63861846924,,1
A_alpha3_Alprazolam,-62966.477573394775,,1
A_alpha3_Theacrine,-62966.072761535645,,1
A_alpha3_Buprenorphine,-62966.01628875733,,1
A_alpha3_TMA-6,-62965.14353942871,,1
A_alpha3_Noradrenaline,-62964.05033493042,,1
A_alpha3_2-Fluorodeschloroketamine,-62963.93667984009,,1
A_alpha3_2-Aminoindane,-62962.84848022461,,1
